SITE_ID,GROUP_ID,VARIABLE_GROUP,VARIABLE,DATAVALUE
AR-TF2,250,GRP_VAR_INFO,VAR_INFO_MODEL,[TA] TEMP-ElectResis. [SW_IN] RAD-Pyrrad-SW+LW. [RH] RH-Capac
AR-TF2,250,GRP_VAR_INFO,VAR_INFO_UNIT,W m-2
AR-TF2,251,GRP_VAR_INFO,VAR_INFO_VARNAME,LW_IN_JSB_F
AR-TF2,251,GRP_VAR_INFO,VAR_INFO_DATE,201602081200
AR-TF2,251,GRP_VAR_INFO,VAR_INFO_DEFINITION,"Longwave radiation, incoming, consolidated from LW_IN_JSB and LW_IN_JSB_ERA. Average from half-hourly data"
AR-TF2,251,GRP_VAR_INFO,VAR_INFO_HEIGHT,2
AR-TF2,251,GRP_VAR_INFO,VAR_INFO_MODEL,[TA] TEMP-ElectResis. [SW_IN] RAD-Pyrrad-SW+LW. [RH] RH-Capac
AR-TF2,251,GRP_VAR_INFO,VAR_INFO_UNIT,W m-2
AR-TF2,252,GRP_VAR_INFO,VAR_INFO_VARNAME,LW_IN_JSB_F_QC
AR-TF2,252,GRP_VAR_INFO,VAR_INFO_DATE,201601010000
AR-TF2,252,GRP_VAR_INFO,VAR_INFO_DEFINITION,"Quality flag for LW_IN_JSB_F, fraction between 0-1, indicating percentage of measured and good quality gapfill data"
AR-TF2,252,GRP_VAR_INFO,VAR_INFO_UNIT,adimensional
AR-TF2,253,GRP_VAR_INFO,VAR_INFO_VARNAME,VPD_F_MDS
AR-TF2,253,GRP_VAR_INFO,VAR_INFO_DATE,201602081200
AR-TF2,253,GRP_VAR_INFO,VAR_INFO_DEFINITION,"Vapor Pressure Deficit, gapfilled using MDS. Average from half-hourly data"
AR-TF2,253,GRP_VAR_INFO,VAR_INFO_HEIGHT,2
AR-TF2,253,GRP_VAR_INFO,VAR_INFO_MODEL,[TA] TEMP-ElectResis. [RH] RH-Capac
AR-TF2,253,GRP_VAR_INFO,VAR_INFO_UNIT,hPa
AR-TF2,254,GRP_VAR_INFO,VAR_INFO_VARNAME,VPD_F_MDS_QC
AR-TF2,254,GRP_VAR_INFO,VAR_INFO_DATE,201601010000
AR-TF2,254,GRP_VAR_INFO,VAR_INFO_DEFINITION,"Quality flag for VPD_F_MDS. Fraction between 0-1, indicating percentage of measured and good quality gapfill data"
AR-TF2,254,GRP_VAR_INFO,VAR_INFO_UNIT,adimensional
AR-TF2,255,GRP_VAR_INFO,VAR_INFO_VARNAME,VPD_ERA
AR-TF2,255,GRP_VAR_INFO,VAR_INFO_DATE,201602081200
AR-TF2,255,GRP_VAR_INFO,VAR_INFO_DEFINITION,"Vapor Pressure Deficit, downscaled from ERA, linearly regressed using measured only site data. Average from half-hourly data"
AR-TF2,255,GRP_VAR_INFO,VAR_INFO_HEIGHT,2
AR-TF2,255,GRP_VAR_INFO,VAR_INFO_MODEL,[TA] TEMP-ElectResis. [RH] RH-Capac
AR-TF2,255,GRP_VAR_INFO,VAR_INFO_UNIT,hPa
AR-TF2,256,GRP_VAR_INFO,VAR_INFO_VARNAME,VPD_F
AR-TF2,256,GRP_VAR_INFO,VAR_INFO_DATE,201602081200
AR-TF2,256,GRP_VAR_INFO,VAR_INFO_DEFINITION,Vapor Pressure Deficit consolidated from VPD_F_MDS and VPD_ERA. Average from half-hourly data
AR-TF2,256,GRP_VAR_INFO,VAR_INFO_HEIGHT,2
AR-TF2,256,GRP_VAR_INFO,VAR_INFO_MODEL,[TA] TEMP-ElectResis. [RH] RH-Capac
AR-TF2,256,GRP_VAR_INFO,VAR_INFO_UNIT,hPa
AR-TF2,257,GRP_VAR_INFO,VAR_INFO_VARNAME,VPD_F_QC
AR-TF2,257,GRP_VAR_INFO,VAR_INFO_DATE,201601010000
AR-TF2,257,GRP_VAR_INFO,VAR_INFO_DEFINITION,"Quality flag for VPD_F, fraction between 0-1, indicating percentage of measured and good quality gapfill data"
AR-TF2,257,GRP_VAR_INFO,VAR_INFO_UNIT,adimensional
AR-TF2,258,GRP_VAR_INFO,VAR_INFO_VARNAME,PA_ERA
AR-TF2,258,GRP_VAR_INFO,VAR_INFO_DATE,201602081200
AR-TF2,258,GRP_VAR_INFO,VAR_INFO_DEFINITION,"Atmospheric pressure, downscaled from ERA, linearly regressed using measured only site data. Average from half-hourly data"
